username,location,sentiment,sentiment-score,text,time_zone,created_at,place,lang,quote_count,reply_count,retweeted,retweet_count,favorited,favorite_count,timestamp_ms,followers_count,friends_count,statuses_count
Get Help Writing Assignments,United Kingdom,NEUTRAL,0.4365460873,Microbiology - Gene expression is regulated at many levels in bacteria.... https://t.co/Euikg1wjQ8 #Essays,Nairobi,Sat Mar 17 00:46:32 +0000 2018,,en,0,0,False,0,False,0,1521247592989,24181,31174,242775
beautystylemama,"Toronto, Ontario",POSITIVE,0.9831185341,"RT @beautystylemama: I am using it since 15 days it really changes. My skin looks cleaner, brighter and smooth without drying because it is…",,Sat Mar 17 00:47:21 +0000 2018,,en,0,0,False,0,False,0,1521247641900,123,423,1177
Mo,"Rothesay, NB",POSITIVE,0.6781517863000001,"RT @R_A_Dadass: All these genetically modified foods and I'm like, why hasn't someone found a way to make lettuce taste like pizza yet?",Eastern Time (US & Canada),Sat Mar 17 00:47:26 +0000 2018,,en,0,0,False,0,False,0,1521247646488,203,262,14971
Mike,US of A,POSITIVE,0.8232996464000001,"@JacobUnamis19 @normonics @nntaleb Are you excited you got to use that graphic, you had saved for quick retort, tha… https://t.co/ar2XOTSPYC",Eastern Time (US & Canada),Sat Mar 17 00:48:08 +0000 2018,,en,0,0,False,0,False,0,1521247688923,1778,966,1558
W.O.M.E.N.,"Nashville, TN",NEGATIVE,0.3432952166,Major depression: Brain tissue reveals sex-specific gene changes - From analyzing the postmortem brain tissue of ad… https://t.co/OLL9qIq9qt,Eastern Time (US & Canada),Sat Mar 17 00:48:40 +0000 2018,,en,0,0,False,0,False,0,1521247720568,713,1484,3007
Jo Ann Nelson,"Mount Sherman, KY",NEGATIVE,0.0337421186,"@WilliamShatner Hostess, GMO product and if I understand my doc right Ulcer related, plus lacrosse.
UGH.",Pacific Time (US & Canada),Sat Mar 17 00:49:05 +0000 2018,,en,0,0,False,0,False,0,1521247745635,42,96,2643
Philip McCarthy,Buffalo,NEGATIVE,0.1578124464,Drugging the lncRNA MALAT1 via LNA gapmeR ASO inhibits gene expression of proteasome subunits and triggers anti-mul… https://t.co/ACg6oMGgDp,Eastern Time (US & Canada),Sat Mar 17 00:49:42 +0000 2018,,en,0,0,False,0,False,0,1521247782787,2174,678,3705
Philli H,,NEUTRAL,0.4941370189,@LisaTeMorenga @laura_boykin Again I suggest you read eminent biologist Dr Philip Regal on the subject of GMO intro… https://t.co/K9F2TLFvTl,Auckland,Sat Mar 17 00:49:50 +0000 2018,,en,0,0,False,0,False,0,1521247790667,1921,2166,73049
E pluribus unum,#Followthewhiterabbit,NEUTRAL,0.49002307650000004,"RT @PattiaGarder: []
While in Congress, she supported legislation:
[""Genetic Information Nondiscrimination Act""]
EFFECTIVELY aka: BIO-ENGIN…",Eastern Time (US & Canada),Sat Mar 17 00:50:25 +0000 2018,,en,0,0,False,0,False,0,1521247825499,6025,6251,124973
f̶o̶r̶ ̶o̶f̶f̶i̶c̶i̶a̶l̶ ̶u̶s̶e̶ ̶o̶n̶l̶y̶,"Boston, MA",POSITIVE,0.7628263235,RT @FearDept: The Secretary of State is responsible for pressuring other countries to adopt GMO seeds. Mike Pompeo is the man for the job.…,Eastern Time (US & Canada),Sat Mar 17 00:50:33 +0000 2018,,en,0,0,False,0,False,0,1521247833010,4218,5002,89880
식민지해방 10만 해외독립군|임시정부 가상트위터,,POSITIVE,0.7126308680000001,"RT @Kammuse: GMO 완전표시제 없이 아이들의 미래는 재앙입니다. 결국 민족전체의 재앙입니다. https://t.co/Q7Qx2o0v8Z
몬산토 구내식당에는 GMO 식품 반입을 불허합니다. 우리나라 몬산토 장학생들은 GMO쌀을 만들려고 혈안…",,Sat Mar 17 00:50:50 +0000 2018,,ko,0,0,False,0,False,0,1521247850977,578,346,4658
Paul Chrysostomos,Dc,POSITIVE,0.6322134733,"@TheDefenderA @JacobUnamis19 @normonics @nntaleb the new msm narrative is tying the gmo issue to russia. ""if you do… https://t.co/YgjtH4iDMV",,Sat Mar 17 00:51:23 +0000 2018,,en,0,0,False,0,False,0,1521247883377,264,658,1319
Pouty Perfection,I love me some Patriots 🏈,POSITIVE,0.6781517863000001,"RT @R_A_Dadass: All these genetically modified foods and I'm like, why hasn't someone found a way to make lettuce taste like pizza yet?",,Sat Mar 17 00:51:26 +0000 2018,,en,0,0,False,0,False,0,1521247886987,2303,1000,74487
Shaun Scurlock,"Canyon Lake, CA",POSITIVE,0.6781517863000001,"RT @R_A_Dadass: All these genetically modified foods and I'm like, why hasn't someone found a way to make lettuce taste like pizza yet?",Arizona,Sat Mar 17 00:51:58 +0000 2018,,en,0,0,False,0,False,0,1521247918319,187,374,1114
ラプター for Dear,播州,NEUTRAL,0.5633968115,WiMAXの新端末、今日には来そうやな。仕事が早くてよろしい、GMOさん,Hawaii,Sat Mar 17 00:51:59 +0000 2018,,ja,0,0,False,0,False,0,1521247919473,120,296,272361
中西,大都会Halifax,NEGATIVE,0.3703046441,ちょっと待てよ、geneが変わるのとgene expressionが変わるのって全然違うぞ、見出しおかしくない？原文どこ https://t.co/b9EqRCZqOq,Athens,Sat Mar 17 00:52:12 +0000 2018,,ja,0,0,False,0,False,0,1521247932918,267,381,1312
plum｡,brooks ,NEGATIVE,0.1441775411,"RT @Ikhwan_Syafiq: when i said ""genome biosequence"" it means that probably someone was messing with genetic engineering and probably tried…",,Sat Mar 17 00:53:15 +0000 2018,,en,0,0,False,0,False,0,1521247995222,101,360,1044
テーマ株,,POSITIVE,0.7892205715,"#スマホゲーム #スマホゲーム銘柄
3990 UUUM
9449 GMOインターネット
7832 バンダイナムコ
3656 KLab
3907 シリコンスタジオ
4676 フジメディア
4344 ソースネクスト
3903 gumi
9984 ソフトバンク
4644 イマジニア",Tokyo,Sat Mar 17 00:54:07 +0000 2018,,ja,0,0,False,0,False,0,1521248047226,4969,3873,973639
Debbie,,POSITIVE,0.6224526167000001,"I added a video to a @YouTube playlist https://t.co/0ZZgXsSbiN 3/16/18 - Genetic Engineering of Humans &amp; Sasquatch, with SunBow,",Eastern Time (US & Canada),Sat Mar 17 00:54:40 +0000 2018,,en,0,0,False,0,False,0,1521248080029,143,359,14999
ヒット・トレンドまとめ配信@相互フォロー,日本 東京,NEUTRAL,0.5685724616,"RT @blackcherry58: 『【GMOコイン】の仮想通貨FX』
#仮想通貨 #FX #ビットコイン #GMO #取引 #オンライン #スマホ
https://t.co/qJqdYuJIhd",,Sat Mar 17 00:54:48 +0000 2018,,ja,0,0,False,0,False,0,1521248088784,21732,22941,35464
Shop GMO-Free UK,,NEGATIVE,0.3387376368,Free download of Shop GMO-Free in the UK app https://t.co/ZZGVUrAMdW,UTC,Sat Mar 17 00:55:02 +0000 2018,,en,0,0,False,0,False,0,1521248102132,536,1048,50863
🖤🖤Mike P🏁🏁,Pittsburgh,POSITIVE,0.6781517863000001,"RT @R_A_Dadass: All these genetically modified foods and I'm like, why hasn't someone found a way to make lettuce taste like pizza yet?",Eastern Time (US & Canada),Sat Mar 17 00:55:12 +0000 2018,,en,0,0,False,0,False,0,1521248112402,44598,10692,331821
UCR Science News,"Riverside, California.",NEGATIVE,0.1513148546,#Foodevolution #panel @UCRiverside discussing #GMOs and the film @foodevomovie. @ucanr @ucrspp @BioBeef @ellstrand… https://t.co/5jiiOQRIlQ,Pacific Time (US & Canada),Sat Mar 17 00:55:39 +0000 2018,,en,0,0,False,0,False,0,1521248139890,22835,1662,12270
Peak Organic Brewing,"portland, maine",POSITIVE,0.6162015200000001,Celebrate St. Patrick’s Day — The Non-GMO Way  https://t.co/XyBZl1VVBW,Central Time (US & Canada),Sat Mar 17 00:56:03 +0000 2018,,en,0,0,False,0,False,0,1521248163278,14081,3672,2957
Big_Stone@駅伝,伊勢路1区,NEGATIVE,0.3457901478,"GMOの選手オリンピック出てほしい
創設まだ2年目だもんなー https://t.co/BHGX6VLPNE",Osaka,Sat Mar 17 00:56:14 +0000 2018,,ja,0,0,False,0,False,0,1521248174795,254,440,2281
PDK,,POSITIVE,0.6480471492000001,"RT @karauriNET: Nomura Internationalの空売り残高(3/14)

3689 イグニス -0.08%
3696 セレス -0.12%
3773 アドバンスト・メディア -0.34%
3788 GMOクラウド +0.04%
3791 IGポート -…",,Sat Mar 17 00:56:19 +0000 2018,,ja,0,0,False,0,False,0,1521248179769,435,88,12002
Opthalmology News,London,NEUTRAL,0.415425539,#opthalmology GMO citrus tomatoes and grassesresistant to diseasenext frontier in hopes for consumer embrace of agr… https://t.co/92iw2DmlIz,London,Sat Mar 17 00:56:42 +0000 2018,,en,0,0,False,0,False,0,1521248202291,444,14,13845
Farm Fairy Crafts,"Austin, Texas",NEGATIVE,0.012993500600000001,"#Boycott PRO-GMO Magazine @AllRecipes for Advertising @MonsantoCo!!! 

WTF Guys??? https://t.co/PYmRkvqy86",Central Time (US & Canada),Sat Mar 17 00:57:12 +0000 2018,,en,0,0,False,0,False,0,1521248232034,28406,21271,667886
downtowndale! 🏳️‍🌈 🦂 🖥 🍺,"Minneapolis, MN",POSITIVE,0.6376702785,"@jaybrannan Organic, non-GMO kale",Central Time (US & Canada),Sat Mar 17 00:57:12 +0000 2018,,in,0,0,False,0,False,0,1521248232958,1349,1620,24980
ゆりきょん,富山県,POSITIVE,0.7682121992000001,RT @rentalserver_ws: [約50%の確率] GMOクラウド、iCLUSTA+の新規契約で2人に1人Google Home Miniが当たるキャンペーンを実施。 https://t.co/swLJg3vCKT #レンタルサーバー #キャンペーン #プレゼント #…,,Sat Mar 17 00:57:15 +0000 2018,,ja,0,0,False,0,False,0,1521248235291,1848,4903,96135
Lisa Te Morenga,"Dunedin, NZ",POSITIVE,0.8626838923,@Olivefarmer @laura_boykin Dr Boykin's work has helped farmers to increase cassava product from 1 tonne/ha to 45 to… https://t.co/kb6jsHP2HP,Pacific/Honolulu,Sat Mar 17 00:58:07 +0000 2018,,en,0,0,False,0,False,0,1521248287339,1237,727,4028
angelaya,im like 12 or sum,NEGATIVE,0.1441775411,"RT @Ikhwan_Syafiq: when i said ""genome biosequence"" it means that probably someone was messing with genetic engineering and probably tried…",,Sat Mar 17 00:58:08 +0000 2018,,en,0,0,False,0,False,0,1521248288892,388,1130,8017
JoeyM,,NEGATIVE,0.23808029290000002,"@GeorgeTakei Ah, more like his gene expression has been (temporarily) altered rather than the genes themselves.",Pacific Time (US & Canada),Sat Mar 17 00:58:17 +0000 2018,,en,0,0,False,0,False,0,1521248297456,20,124,1235
Stevius the Great,Nova ,POSITIVE,0.7842521667,"RT @steviusthegreat: Stevius had a dream. He had become a vegan, organic loving, gluten free, gmo-hating, decaf drinking respectable citize…",Atlantic Time (Canada),Sat Mar 17 00:58:24 +0000 2018,,en,0,0,False,0,False,0,1521248304050,5406,4391,16864
dana; NEVERLAND ♡,#HOLLAND,NEGATIVE,0.1441775411,"RT @Ikhwan_Syafiq: when i said ""genome biosequence"" it means that probably someone was messing with genetic engineering and probably tried…",,Sat Mar 17 00:58:54 +0000 2018,,en,0,0,False,0,False,0,1521248334613,882,2069,55191
Coalition DJ's NC SC,Carolinas,NEUTRAL,0.5405363441000001,@Regrann from @coalitiondjscarolina - Regrann from @reezierocmusic -  ORGANIC NO GMO !!!! #organicday #48camp… https://t.co/DZj7TJiXdE,,Sat Mar 17 00:58:55 +0000 2018,,en,0,0,False,0,False,0,1521248335039,124,213,492
Nicholas Phillips,"Cincinnati, OH",POSITIVE,0.8408069015,"RT @juliamorizawa: In @PureTheSeries I'll be playing Red, a warrior enslaved to hunt ""pure"" humans in a genetically modified world. #female…",Eastern Time (US & Canada),Sat Mar 17 00:59:28 +0000 2018,,en,0,0,False,0,False,0,1521248368353,541,274,13255
Jae Lee,,POSITIVE,0.7126308680000001,"RT @Kammuse: GMO 완전표시제 없이 아이들의 미래는 재앙입니다. 결국 민족전체의 재앙입니다. https://t.co/Q7Qx2o0v8Z
몬산토 구내식당에는 GMO 식품 반입을 불허합니다. 우리나라 몬산토 장학생들은 GMO쌀을 만들려고 혈안…",Australia/Brisbane,Sat Mar 17 00:59:57 +0000 2018,,ko,0,0,False,0,False,0,1521248397549,505,472,26251
Natie,,NEGATIVE,0.2467852533,"RT @xavomn: Hagamos un THREAD de GMOs entonces.

GMO= Genetically Modified Organism.

Basicamente estos organismos contienen genes foráneos…",,Sat Mar 17 00:59:57 +0000 2018,,es,0,0,False,0,False,0,1521248397993,99,144,890
＃インベスタークラブ,,NEUTRAL,0.5680890083,イヤな思いをさせられた 理由が何であれ、 そこから学ぶべきものが 何かあるはず。 #熊谷正寿(GMOの創業者) https://t.co/DWPuJ8HUjN,Pacific Time (US & Canada),Sat Mar 17 01:00:08 +0000 2018,,ja,0,0,False,0,False,0,1521248408242,0,51,7
SGTreport,,NEGATIVE,0.3032923937,I liked a @YouTube video https://t.co/R2PbZv0SAm THE FERTILITY RATE IS DROPPING ALL OVER THE WORLD. HERE'S 3 REASONS WHY. WIRELESS GMO,Pacific Time (US & Canada),Sat Mar 17 01:00:30 +0000 2018,,en,0,0,False,0,False,0,1521248430900,27801,338,56675
wittypedia,India,POSITIVE,0.7007269859,Singapore’s Jewel Paymentech raises Series A+ funding round led by GMO Payment Gateway #investment_banker… https://t.co/0h3KoY0E2p,Mumbai,Sat Mar 17 01:00:51 +0000 2018,,en,0,0,False,0,False,0,1521248451633,1627,611,18789
Tim Pastoor,127.0.0.1,POSITIVE,0.7704628706000001,"@Itsjoeco I've learned a bit about frogs and genetically modified food, thanks to my name-buddy (?) who's a toxicol… https://t.co/KxoQOO3Pf7",Amsterdam,Sat Mar 17 01:01:01 +0000 2018,,en,0,0,False,0,False,0,1521248461459,4723,998,47079
Pamela Gillaspie,,NEGATIVE,0.0502374396,"@mitchellvii American’s are Dumb-Downed with Chemtrails, Vaccines, Fluoride, GMO, AI, Fake News ... Putin says they… https://t.co/lRYYvtKAWK",,Sat Mar 17 01:01:16 +0000 2018,,en,0,0,False,0,False,0,1521248476547,2318,4996,33873
keith hunter,,NEUTRAL,0.5063951612,"RT @GMWatch: Indian govt shaken by massive protest, slashes #Monsanto's #GMO seed royalty, says US firm 'free to leave'. And other news! ht…",,Sat Mar 17 01:01:45 +0000 2018,,en,0,0,False,0,False,0,1521248505954,1157,1331,23807
dave lee,,NEUTRAL,0.5918931961,RT @SGTreport: I liked a @YouTube video https://t.co/R2PbZv0SAm THE FERTILITY RATE IS DROPPING ALL OVER THE WORLD. HERE'S 3 REASONS WHY. WI…,,Sat Mar 17 01:01:54 +0000 2018,,en,0,0,False,0,False,0,1521248514950,479,461,34148
Looking Gorgeous,,POSITIVE,0.9367994666,"RT @BirchEmporium: All natural, Non GMO skin salves!   So many uses!  Say goodbye to dry skin!  https://t.co/254PuHH0o6 https://t.co/4wVax3…",Pacific Time (US & Canada),Sat Mar 17 01:02:07 +0000 2018,,en,0,0,False,0,False,0,1521248527553,3420,3103,57322
Amy Richards,,NEGATIVE,0.1829740852,"RT @golfcoach47: TAKE ACTION: Low-Income Families Need Better Nutrition, Not @realDonaldTrump's Boxes of Processed GMO Junk Food! https://t…",,Sat Mar 17 01:02:08 +0000 2018,,en,0,0,False,0,False,0,1521248528178,18,252,47
CenTex Deplorable Hombre,"Nolanville, TX",NEUTRAL,0.5918931961,RT @SGTreport: I liked a @YouTube video https://t.co/R2PbZv0SAm THE FERTILITY RATE IS DROPPING ALL OVER THE WORLD. HERE'S 3 REASONS WHY. WI…,Mountain Time (US & Canada),Sat Mar 17 01:02:10 +0000 2018,,en,0,0,False,0,False,0,1521248530840,492,1229,10276
mpetrus,,NEUTRAL,0.4140308797,@normonics @nntaleb Why would he even read the book. if he already loves GMO I'm wondering if there is a way around… https://t.co/FiUt1SXThH,Central Time (US & Canada),Sat Mar 17 01:02:11 +0000 2018,,en,0,0,False,0,False,0,1521248531782,36,34,132
Kyle J.Norton,"Calgary, Alberta, Canada",NEGATIVE,0.1307177246,"Tonight New Health analysis, Genetically Modified Organism (GMO) and the Date of No Human? https://t.co/aQT4y9CdRn",Mountain Time (US & Canada),Sat Mar 17 01:02:27 +0000 2018,,en,0,0,False,0,False,0,1521248547064,410076,322311,296038
Harley House,Canada's Geographic Centre,POSITIVE,0.6781517863000001,"RT @R_A_Dadass: All these genetically modified foods and I'm like, why hasn't someone found a way to make lettuce taste like pizza yet?",Central Time (US & Canada),Sat Mar 17 01:02:38 +0000 2018,,en,0,0,False,0,False,0,1521248558730,507,1686,4992
Brookside Boutique Tours,"Fraser Valley, BC",POSITIVE,0.9313645959,That's awesome!!! https://t.co/hWgG2XavnO,Pacific Time (US & Canada),Sat Mar 17 01:02:50 +0000 2018,,en,0,0,False,0,False,0,1521248570121,75,180,212
Joe Colangelo,United States,NEGATIVE,0.33550933,"Unless someone had a better term than ""name buddy"" I think that's the final answer. https://t.co/uA6taMfbrO",Pacific Time (US & Canada),Sat Mar 17 01:02:55 +0000 2018,,en,0,0,False,0,False,0,1521248575777,4233,433,2025
C. S. Prakash,"Alabama, USA",NEGATIVE,0.24744100870000002,"Memo to South Australians: When you go to the poll, please vote against the science-denying Labor government which… https://t.co/h3PHcxr1Ts",Central Time (US & Canada),Sat Mar 17 01:03:09 +0000 2018,,en,0,0,False,0,False,0,1521248589287,11027,1456,21435
coffeedude,,NEUTRAL,0.4777381122,RT @OrganicLiveFood: Millions of bees die because of #Neonicotinoid made by #Bayer/#Syngenta n 94% of #GMO corn in US is treated with them…,,Sat Mar 17 01:03:17 +0000 2018,,en,0,0,False,0,False,0,1521248597831,1824,970,222950
🌟Alice Little🌟,"Nevada, USA",NEUTRAL,0.5759745836,"Scott Kelly, traveled space while his astronaut identical twin stayed on earth. It was originally reported Scott's… https://t.co/4ILxBdN9vz",Pacific Time (US & Canada),Sat Mar 17 01:03:29 +0000 2018,,en,0,0,False,0,False,0,1521248609085,34886,15642,16078
Sue Edgecomb,,POSITIVE,0.8859405518000001,RT @RecursionPharma: Join @RecursionPharma on 4/12 for our next Women in Science &amp; Technology event at Recursion HQ in SLC! @isa_aznarez of…,,Sat Mar 17 01:03:40 +0000 2018,,en,0,0,False,0,False,0,1521248620352,22,498,167
Nicole 🌻,Puerto Rico,NEGATIVE,0.2467852533,"RT @xavomn: Hagamos un THREAD de GMOs entonces.

GMO= Genetically Modified Organism.

Basicamente estos organismos contienen genes foráneos…",Atlantic Time (Canada),Sat Mar 17 01:03:46 +0000 2018,,es,0,0,False,0,False,0,1521248626703,232,223,12392
Ccnn,,NEGATIVE,0.3423944116,"RT @foe_us: .@Syngenta owes $1.5 billion for the economic damage of its #GMO corn.

https://t.co/0dQ6sa0eLc https://t.co/XQDetU0HxT",,Sat Mar 17 01:03:54 +0000 2018,,en,0,0,False,0,False,0,1521248634619,60,574,3699
＠ライフワーク,,NEUTRAL,0.5680890083,イヤな思いをさせられた 理由が何であれ、 そこから学ぶべきものが 何かあるはず。 #熊谷正寿(GMOの創業者) https://t.co/XTlNKIc88D,,Sat Mar 17 01:04:08 +0000 2018,,ja,0,0,False,0,False,0,1521248648007,69,131,147
Shawn Thomas Stark,"Parkersburg, WV",NEUTRAL,0.5918931961,RT @SGTreport: I liked a @YouTube video https://t.co/R2PbZv0SAm THE FERTILITY RATE IS DROPPING ALL OVER THE WORLD. HERE'S 3 REASONS WHY. WI…,,Sat Mar 17 01:04:21 +0000 2018,,en,0,0,False,0,False,0,1521248661354,473,623,8341
Tyr (Twink),,NEUTRAL,0.5604174137,@preparetofaII Organic free ranged non gmo NOTHINGNESS,,Sat Mar 17 01:04:44 +0000 2018,,en,0,0,False,0,False,0,1521248684218,3931,905,24710
QuestionEverything,"Washington, DC",NEUTRAL,0.5918931961,RT @SGTreport: I liked a @YouTube video https://t.co/R2PbZv0SAm THE FERTILITY RATE IS DROPPING ALL OVER THE WORLD. HERE'S 3 REASONS WHY. WI…,,Sat Mar 17 01:04:59 +0000 2018,,en,0,0,False,0,False,0,1521248699837,119,131,1968
ゴンベ,,NEUTRAL,0.5721401572,"RT @q_MW_p: 安倍政権、日本の　＃農業　を根絶せしめる愚行…ひっそり種子法廃止で
https://t.co/vlcKr9WrPF
＃種子法廃止　＃Monsanto　＃BYER　＃TPP　＃日欧EPA　＃GMO
＃農業潰し　＃多国籍企業参入　＃侵略　＃売国 https:…",,Sat Mar 17 01:05:47 +0000 2018,,ja,0,0,False,0,False,0,1521248747205,1230,1602,48337
テーマ株,,POSITIVE,0.7984940410000001,"#O2O #O2O銘柄
3727 アプリックス
4316 ビーマップ
2371 カカクコム
2440 ぐるなび
3092 スタートトゥデイ
2122 インタースペース
3382 セブン&amp;アイ
3668 コロプラ
3788 GMOクラウド
8251 パルコ
2193 クックパッド",Tokyo,Sat Mar 17 01:06:03 +0000 2018,,ja,0,0,False,0,False,0,1521248763169,4969,3873,973651
Trump 2020 ‼👏🏻👌🏻,"Florida, USA",NEUTRAL,0.5918931961,RT @SGTreport: I liked a @YouTube video https://t.co/R2PbZv0SAm THE FERTILITY RATE IS DROPPING ALL OVER THE WORLD. HERE'S 3 REASONS WHY. WI…,,Sat Mar 17 01:06:44 +0000 2018,,en,0,0,False,0,False,0,1521248804716,1480,638,148922
福井@ag,関東,NEGATIVE,0.30567324160000003,"フレッツ光プロバイダ変更で高速化！GMOとくとくBBのv6プラスの評判

⇒https://t.co/MQu2IImyxx",,Sat Mar 17 01:07:28 +0000 2018,,ja,0,0,False,0,False,0,1521248848386,2515,2678,14338
Tammy McDaniel,,POSITIVE,0.6781517863000001,"RT @R_A_Dadass: All these genetically modified foods and I'm like, why hasn't someone found a way to make lettuce taste like pizza yet?",,Sat Mar 17 01:07:31 +0000 2018,,en,0,0,False,0,False,0,1521248851666,34,133,4308
Lorena Bonilla,Canada,NEUTRAL,0.5258117914,RT @DrHubaEvaluator: Major depression: Brain tissue reveals sex-specific gene changes - From analyzing the postmortem brain tissue of adult…,Eastern Time (US & Canada),Sat Mar 17 01:07:34 +0000 2018,,en,0,0,False,0,False,0,1521248854095,583,498,34328
Republican Jesus,,NEGATIVE,0.09769850220000001,RT @FarmFairyCrafts: BOYCOTT @Smuckers for Betraying #GMO Labeling! @TheGOPJesus @VirginiaInCal @rosevine3 @LLaws2 @kavn @truthglow https:/…,Hawaii,Sat Mar 17 01:07:44 +0000 2018,,en,0,0,False,0,False,0,1521248864880,8279,5890,164706
Republican Jesus,,NEUTRAL,0.5324596763,RT @VirginiaInCal: RT @TheGOPJesus #BoycottSantaCruzOrganics #StopBlockingGMOLabeling https://t.co/1tHgRjIEVn,Hawaii,Sat Mar 17 01:08:18 +0000 2018,,und,0,0,False,0,False,0,1521248898956,8279,5890,164707
Colin Stein,,NEUTRAL,0.46533221010000003,"GMO Trees by Thomas Christo https://t.co/PYhTU1EHjj #home decor, #gardening tips, #horticulture, #home improvement https://t.co/BJ7hv7NqFu",Edinburgh,Sat Mar 17 01:08:36 +0000 2018,,en,0,0,False,0,False,0,1521248916434,89,560,652931
Republican Jesus,,NEUTRAL,0.5324596763,RT @VirginiaInCal: RT @TheGOPJesus #BoycottSmuckers #StopBlockingGMOLabeling https://t.co/zY223LVoLd,Hawaii,Sat Mar 17 01:08:39 +0000 2018,,und,0,0,False,0,False,0,1521248919514,8279,5890,164709
Republican Jesus,,NEGATIVE,0.0779369548,RT @rosevine3: RT @TheGOPJesus  Tell @smuckers  NO SALE by Boycotting All Their Products. https://t.co/FlMpQtGLtO,Hawaii,Sat Mar 17 01:08:49 +0000 2018,,en,0,0,False,0,False,0,1521248929378,8279,5890,164711
Republican Jesus,,NEUTRAL,0.4635536075,RT @rosevine3: RT @TheGOPJesus Say NO to @smuckers  Frankenfoods. https://t.co/AttpUDoEKa,Hawaii,Sat Mar 17 01:08:55 +0000 2018,,en,0,0,False,0,False,0,1521248935943,8279,5890,164712
Steve.rathe,"Readlyn,Iowa",NEUTRAL,0.5720358491,RT @McDonaldTony: NEEEEEEEEEEEED this shirt. https://t.co/Two1I63exn,,Sat Mar 17 01:09:22 +0000 2018,,en,0,0,False,0,False,0,1521248962117,444,745,1904
丹羽,,NEUTRAL,0.5633968115,GMOグループの息が掛かった某仮想通貨取引所は、超ビギナーから仮想通貨売買をアグレッシブに実行している人まで、誰でもいろいろ活用できる販売所であると断言します。,Pacific Time (US & Canada),Sat Mar 17 01:10:21 +0000 2018,,ja,0,0,False,0,False,0,1521249021555,379,69,4437
أدالبرتو خوان,,NEGATIVE,0.2467852533,"RT @xavomn: Hagamos un THREAD de GMOs entonces.

GMO= Genetically Modified Organism.

Basicamente estos organismos contienen genes foráneos…",Hawaii,Sat Mar 17 01:10:56 +0000 2018,,es,0,0,False,0,False,0,1521249056469,280,239,9836
Healthy StyleLife,,NEGATIVE,0.2791778147,"Please RT #health #fitness GMO alfalfa, sugar beets, canola: U.S. trends https://t.co/hzfDxiIJ7w https://t.co/HeeaHzAeU5",,Sat Mar 17 01:11:08 +0000 2018,,en,0,0,False,0,False,0,1521249068188,2664,2558,49889
Matthew Winters,"Ogden, UT",POSITIVE,0.606036365,@KATaylo07103042 Check this project out. https://t.co/SJpG8SgSRK,,Sat Mar 17 01:11:37 +0000 2018,,en,0,0,False,0,False,0,1521249097872,147,518,464
Aaron Aveiro,"California, USA",NEUTRAL,0.5109046698,RT @XposingMonsanto: The latest Exposing Monsanto! https://t.co/WTqgPN5mK5 Thanks to @monsanto_james @rosevine3 @gmo_free_living #gmo #mons…,America/Los_Angeles,Sat Mar 17 01:11:40 +0000 2018,,en,0,0,False,0,False,0,1521249100566,1373,1392,57884
good girl gone grad,"Kalamazoo, MI",NEGATIVE,0.0143451998,RT @janetteedson: 7% of gene EXPRESSION changed. Not unexpected. Telomeres shortened. Also not unexpected. 7% of genes or DNA changing. wou…,Eastern Time (US & Canada),Sat Mar 17 01:11:42 +0000 2018,,en,0,0,False,0,False,0,1521249102550,1094,898,14744
Kristina Kelly,"New Hampshire, USA",POSITIVE,0.9367994666,"RT @BirchEmporium: All natural, Non GMO skin salves!   So many uses!  Say goodbye to dry skin!  https://t.co/254PuHH0o6 https://t.co/4wVax3…",,Sat Mar 17 01:11:43 +0000 2018,,en,0,0,False,0,False,0,1521249103428,2065,1374,32983
shoken,,NEUTRAL,0.587305367,"ドコモユーザーならドコモ光！

GMOとくとくBBのドコモ光なら、v6プラスで全国平均210Mbps超え&amp;Wi-Fiルーター無料＆dポイント2万ptプレゼント＆セキュリティ1年無料！

ドコモ光パックで毎月割引に！

1万pt増額… https://t.co/91d7RruH0N",,Sat Mar 17 01:11:44 +0000 2018,,ja,0,0,False,0,False,0,1521249104322,3201,3497,12898
Elmer Bauman,"Toronto, Ontario",POSITIVE,0.7009280920000001,RT @nuiotwo: Putin Vows To Feed Half The World With Non-GMO Organic Food.. Russian President Vladimir Putin has vowed to feed half the worl…,,Sat Mar 17 01:12:29 +0000 2018,,en,0,0,False,0,False,0,1521249149309,846,2111,4430
WickedHealthyVending,"Peabody, MA",NEUTRAL,0.5847716331,"Our Lynn YMCA opts for peanut free vending/healthy vending.  What does healthy vending mean for you -- peanut free,… https://t.co/823UXwjz9T",,Sat Mar 17 01:12:46 +0000 2018,,en,0,0,False,0,False,0,1521249166600,31,66,226
Sarah C. Donaldson,"Washington, U.S.A.",POSITIVE,0.9671482444,"Awesome testimony concerning our products at CTFO!
Maybe CBD could help you? All organic, non-gmo, cruelty free pro… https://t.co/niygxGm3qt",,Sat Mar 17 01:12:56 +0000 2018,,en,0,0,False,0,False,0,1521249176633,97,150,288
おやじの為のおやじサイト！,,NEGATIVE,0.3259499073,５位　ポイントタウン 。 インターネット界の雄、GMOが運営するお小遣いサイト。友達紹介制度の改良や新コンテンツの追加など成長度ＮＯ.１の注目サイトです！ 詳しく見る⇒https://t.co/ct1vyVvZSz,,Sat Mar 17 01:13:03 +0000 2018,,ja,0,0,False,0,False,0,1521249183523,37819,35564,10238
